title,job_type,city,code,hc,max_salary,min_salary
智能创作解决方案研发工程师(iOS/Android方向),客户端,广州,W5VV,4,60,30
Android研发工程师 - 抖音内容生态,客户端,北京,857X1,5,60,30
Android架构师 - 抖音社交,客户端,北京,JMH51,5,60,30
Android开发高级工程师,客户端,广州,JM4W1,20,60,30
iOS开发（高级）工程师 — 今日头条,客户端,广州,HT61,20,40,20
iOS 开发（高级）工程师-教育,客户端,广州,H7XP,10,50,25
Android开发（高级）工程师-基础技术,客户端,广州,JL691,15,50,25
客户端开发负责人,客户端,三亚,JEEDV,10,80,50
Android高级开发工程师-Pico,客户端,青岛,JY2X2,2,60,20
Android（高级）开发工程师 - 教育,客户端,上海,JK4WP,20,45,23
iOS资深研发工程师-抖音电商C端,客户端,上海,JUTC1,5,45,35
客户端研发工程师/专家 - iOS方向,客户端,北京,JMESP,5,50,20
Android架构师 - 懂车帝,客户端,北京,JAT52,3,120,60
音视频开发工程师-今日头条,客户端,深圳,EV91,15,50,25
高级客户端研发工程师（Android）— 穿山甲,客户端,上海,U141,5,50,30
Android开发（高级）工程师-教育,客户端,广州,A4XP,10,50,25
iOS研发工程师 — 直播,客户端,北京,82GR1,10,50,30
iOS研发工程师-端智能方向,客户端,广州,SEJ2,10,60,30
Android研发工程师_抖音直播,客户端,北京,NPVP,6,80,40
西瓜视频客户端技术负责人,客户端,北京,JDVCP,1,50,40
Android开发工程师 — 飞书,客户端,深圳,8QS51,5,60,30
C++开发（高级/资深）工程师,客户端,深圳,DCV1,10,50,25
Android核心研发工程师 - 国际直播,客户端,广州,J9Q5V,20,60,30
Android Framework工程师,客户端,杭州,J9KU1,10,60,30
游戏安全客户端工程师,客户端,深圳,M2H1,10,50,25
客户端研发工程师-iOS-广告创意中心,客户端,上海,J6URP,5,70,35
高级Android开发工程师-抖音用户增长,客户端,深圳,8R4R1,5,50,30
WebRTC 客户端 SDK 开发工程师,客户端,深圳,J8X2P,4,50,25
客户端研发Leader-抖音电商C端,客户端,杭州,BXRP,3,65,45
C++/PC客户端研发工程师（XR相关方向）,客户端,广州,HVV,4,60,30
跨平台SDK研发工程师-音视频-飞书,客户端,深圳,H2NP,4,60,30
Android 开发（高级）工程师 — 开放平台方向,客户端,北京,8C9Q1,5,50,25
智能创作跨平台研发工程师-抖音,客户端,深圳,C6WP,5,50,30
Android/iOS SDK开发工程师（企业产品方向）,客户端,广州,JM5VV,4,60,30
跨平台音视频SDK研发工程师 - Android 方向,客户端,深圳,J1X2P,5,50,25
客户端研发专家 — 多媒体方向,客户端,北京,JJCH1,5,50,25
iOS开发工程师-技术社区,客户端,北京,J2SY2,10,45,25
iOS （高级）开发工程师 - 国际化电商,客户端,深圳,JA56P,10,50,25
客户端研发工程师(Android)-广告创意中心 ,客户端,北京,JWGBP,5,60,20
客户端Leader-西瓜视频,客户端,厦门,KVCP,1,50,40
iOS基础技术研发工程师- 抖音,客户端,北京,G7RP,5,50,25
Android（高级）研发工程师 - 抖音（成都）,客户端,成都,R3T51,10,60,30
Android Tech Leader-番茄小说,客户端,广州,J6EXP,2,80,40
Android高级研发工程师 - 懂车帝,客户端,重庆,JTFPV,3,35,25
游戏客户端开发专家-绿洲-朝夕光年,客户端,北京,JNS81,5,80,40
Android开发（高级）工程师 - 技术社区,客户端,北京,JXPDP,10,60,30
iOS研发负责人-抖音,客户端,深圳,JCQR1,5,50,30
客户端工程师-跨端方向,客户端,广州,JQQU2,5,50,25
iOS开发（高级）工程师 - 技术中台方向,客户端,北京,CT61,100,50,25
Flutter框架方向 Leader/工程师,客户端,杭州,JHQJ1,10,60,30
多媒体技术负责人-RTC,客户端,三亚,SYDV,1,100,50
iOS架构师-抖音电商C端,客户端,杭州,73U2,20,55,35
客户端开发工程师,客户端,深圳,8NES1,4,40,20
iOS研发工程师 — 抖音/抖音火山版/直播,客户端,北京,6TA1,10,50,25
Android开发工程师-Pico,客户端,北京,J97X2,20,70,25
iOS开发工程师—文档浏览方向,客户端,深圳,J1XJP,10,50,25
Android开发（高级）工程师 — 今日头条,客户端,广州,8AC61,20,40,20
iOS架构师-抖音iOS基础技术,客户端,深圳,23S2,10,60,30
直播音视频SDK研发工程师,客户端,深圳,42CP,5,50,25
iOS研发工程师-国际直播,客户端,北京,JBHMP,30,60,25
Android 开发（高级）工程师 — 用户增长方向,客户端,广州,JYK5P,15,50,25
iOS leader—今日头条,客户端,深圳,81RL1,1,80,40
iOS研发负责人 — 抖音社交,客户端,北京,JBALP,5,60,30
iOS研发工程师-抖音,客户端,北京,J8QCP,20,50,25
iOS-抖音,客户端,北京,LFVP,3,50,25
客户端 Leader-生活服务,客户端,上海,PE6V,10,80,50
Android开发高级/资深工程师,客户端,深圳,8E9V1,15,50,25
iOS（高级）开发工程师 - 国际化电商达人生态,客户端,上海,J4CX2,8,50,25
Android平台架构研发工程师,客户端,深圳,8XYH1,15,40,20
抖音Android架构师-稳定性方向,客户端,北京,86LW1,3,60,30
Android开发（高级）工程师-小说,客户端,广州,WJVP,15,50,25
高级Android开发工程师 — 剪映/相机,客户端,深圳,F8L1,10,40,20
计算摄影算法专家-抖音,计算机视觉,北京,X1570,3,65,35
高级图像算法研发工程师 — 抖音,计算机视觉,北京,W8852,3,65,35
高性能计算架构工程师 — 抖音（移动端推理引擎方向）,计算机视觉,深圳,E3R1,3,65,35
AI-Lab算法工程师-视频理解方向,计算机视觉,上海,R6H51,5,30,20
AI-Lab 计算机视觉算法工程师-视觉推荐方向,计算机视觉,北京,ADD1,5,40,20
计算机视觉技术Leader,计算机视觉,北京,R6HQ1,1,60,40
AI-Lab 计算机视觉算法工程师-AI审核方向,计算机视觉,北京,JXAX1,5,40,20
图像生成算法工程师/技术专家-智能创作,计算机视觉,北京,GQYP,5,60,30
视觉建图/SfM/SLAM 算法工程师-Pico MR,计算机视觉,北京,JWNLL,3,80,40
AI-Lab 算法工程师-持续学习方向,计算机视觉,北京,JJBPP,5,40,20
AI-Lab算法工程师-敏感文字方向,计算机视觉,上海,6KU1,5,50,25
高性能计算架构开发工程师 — 抖音,计算机视觉,深圳,8AG31,3,65,35
OCR算法工程师,计算机视觉,上海,K4M1,5,50,25
AI-Lab计算机视觉科学家,计算机视觉,上海,82R51,4,50,25
计算机视觉算法资深工程师,计算机视觉,深圳,RRAV1,2,45,25
AI-Lab算法工程师 - 视频内容生态方向,计算机视觉,北京,CJK1,5,40,20
计算机视觉算法工程师,计算机视觉,深圳,RCY21,2,40,20
视觉感知算法负责人-Pico MR,计算机视觉,北京,NRLL,1,150,100
AI-Lab计算机视觉算法工程师-AI审核方向,计算机视觉,上海,RM3D1,5,30,20
"Computer Vision Engineer, Data Monetization Technology",计算机视觉,新加坡,JCSF1,10,13000,6500
GPU并行计算研发工程师,计算机视觉,北京,R6CP1,2,50,25
计算机视觉技术leader,计算机视觉,深圳,JGHQ1,1,80,40
图像分割技术专家 ,计算机视觉,深圳,JMWYP,2,40,20
SLAM算法工程师 — 移动端AR方向,计算机视觉,深圳,JG222,2,40,20
人机交互算法工程师-抖音,计算机视觉,深圳,U442,2,60,30
AI-Lab算法工程师-视频理解方向,计算机视觉,北京,RQJK1,5,40,20
AI-Lab计算机视觉算法工程师,计算机视觉,上海,7R51,5,50,25
Camera算法集成工程师（AI方向）-互娱研发,计算机视觉,深圳,P5K1,5,60,30
资深游戏技术美术,计算机视觉,北京,VTA1,2,35,18
AI-Lab视觉算法工程师-模型优化方向,计算机视觉,上海,J6H51,5,30,20
高级图像算法研发工程师 — 抖音,计算机视觉,深圳,2531,3,65,35
人机交互技术专家-抖音,计算机视觉,深圳,JQT42,2,60,30
AI Lab计算机视觉工程师,计算机视觉,北京,R7VM1,10,40,20
渲染引擎开发工程师-数字人方向,多媒体,北京,Y0958,5,50,30
AR/VR开发工程师,多媒体,深圳,K5362,2,60,30
SoC架构设计工程师（视频编解码）,多媒体,深圳,F3444,5,40,20
特效图像算法工程师,多媒体,广州,S0322,1,60,30
相机系统架构师（深度相机）-Pico ,多媒体,北京,JF8AL,3,80,30
创作端智能算法工程师-抖音,多媒体,北京,W6659,2,50,25
交互工程师,多媒体,北京,5U5L,2,50,20
音视频专项评估工程师,多媒体,上海,N6902,10,60,20
AI Lab音乐乐理专家-音乐理解方向,多媒体,上海,R0117,1,40,20
3D编辑器开发工程师,多媒体,广州,L2325,1,60,30
Web端音视频研发工程师-抖音,多媒体,深圳,JGK7V,5,60,30
桌面端C++研发工程师-剪映,多媒体,北京,JL99V,5,50,25
音视频专项评估资深工程师,多媒体,深圳,X0689,3,80,40
视频算法技术负责人,多媒体,上海,J3E6V,1,70,40
交互工程-技术工具方向,多媒体,深圳,WV5P,5,60,30
RTC网络资深算法工程师,多媒体,深圳,J3565,1,80,40
客户端开发工程师（跨端方向）-算法平台,多媒体,北京,JRBCV,2,40,20
直播音频研发工程师-视频架构,多媒体,北京,53RV,5,50,25
图形图像算法负责人-抖音,多媒体,深圳,32N1,1,80,40
SoC架构设计工程师（视频编解码）,多媒体,上海,NR12,5,40,20
测试开发工程师 — Faceu,多媒体,深圳,J3231,1,35,20
RTC引擎资深工程师,多媒体,杭州,MP9P,5,80,40
服务端开发工程师-相册媒资,多媒体,北京,9RUV,5,40,20
RTC多媒体专家,多媒体,北京,P1651,1,100,50
交互工程-Product Prototyper,多媒体,深圳,WN9L,1,60,30
游戏引擎研发工程师,多媒体,深圳,BLWP,10,40,20
图形算法高级开发工程师 ,多媒体,杭州,LJU1,5,60,20
多媒体技术负责人,多媒体,北京,8FRL1,1,80,40
iOS音视频研发工程师-抖音,多媒体,北京,RE7S1,5,60,30
RTC多媒体专家,多媒体,上海,D2738,1,100,50
RTC视频工程leader,多媒体,北京,O9061,1,100,50
软件性能优化资深工程师,多媒体,杭州,C1681,5,80,40
VR/AR云技术架构师-视频架构,多媒体,北京,MXXL,2,60,30
交互工程师——抖音/剪映/短视频,多媒体,杭州,F9170,5,60,30
RTC视频分析处理leader,多媒体,上海,I7288,1,100,50
React 高级前端工程师（杭州）,多媒体,杭州,YLTP,5,60,30
高性能计算架构开发工程师-抖音,多媒体,北京,JD531,5,70,30
资深音频算法工程师,多媒体,杭州,N1468,5,80,40
RTC多媒体专家,多媒体,深圳,C5205,1,100,50
RTC视频分析处理leader,多媒体,北京,Z6854,1,100,50
音视频测试开发工程师,多媒体,杭州,J9527,5,60,20
音频开发工程师,多媒体,深圳,K9141,5,60,20
音视频SDK开发工程师,多媒体,杭州,E2966,10,60,20
高级技术美术 — 抖音短视频,多媒体,北京,JY131,5,50,25
资深音频算法工程师,多媒体,北京,X1930,5,80,40
交互工程-创意玩法,多媒体,深圳,J13BL,1,60,30
Android多媒体研发工程师 — 智能创作,多媒体,北京,BTS1,5,40,20
高性能计算研发工程师（AI推理引擎方向）,多媒体,北京,NLH1,5,50,25
VR/AR云技术架构师-视频架构,多媒体,上海,L3XL,2,60,30
音视频测试开发工程师,多媒体,上海,Z2056,5,60,20
音频算法工程师,多媒体,深圳,JSRS1,5,60,20
RTC网络传输标准专家,多媒体,杭州,F8086,1,100,50
服务端架构师-抖音云相册,多媒体,北京,JC1GV,5,60,30
音频算法工程师,多媒体,杭州,D2003,5,60,20
RTC视频分析处理leader,多媒体,深圳,K7897,1,100,50
音视频SDK研发工程师-商业化方向,多媒体,北京,JLWUV,5,60,35
音视频专项评估工程师,多媒体,杭州,T9383,10,60,20
移动端AR特效研发工程师,多媒体,北京,GQS1,5,50,25
资深音频算法工程师,多媒体,上海,F1986,5,80,40
RTC引擎资深工程师,多媒体,深圳,I0021,5,80,40
多媒体视频算法SDK负责人,多媒体,上海,ME6V,1,70,40
高性能计算架构工程师 — 抖音（移动端推理引擎方向）,多媒体,北京,JXQH1,5,50,25
RTC网络传输标准专家,多媒体,深圳,E7614,1,100,50
Android音视频研发工程师 — 抖音短视频,多媒体,北京,R1R1,5,50,25
音频引擎架构师,多媒体,杭州,F5735,5,80,40
C++开发工程师（算法工程方向）-算法平台,多媒体,北京,J1MAV,2,40,20
软件性能优化资深工程师,多媒体,深圳,W6097,5,80,40
AI Lab音频理解算法工程师,多媒体,北京,GLD1,10,50,25
RTC视频工程leader,多媒体,深圳,E1859,1,100,50
AR产品原型设计师——抖音/剪映/短视频,多媒体,杭州,U3661,5,60,30
AI-Lab语音合成算法工程师,多媒体,北京,JMA21,4,50,25
音频算法工程师,多媒体,上海,Y3311,5,60,20
RTC网络开发工程师,多媒体,杭州,H0391,5,60,20
多媒体视频算法SDK负责人-抖音,多媒体,北京,Y6690,1,70,40
基础架构(高级)研发工程师-多媒体,多媒体,杭州,8W2F1,10,60,30
多媒体解决方案负责人,多媒体,上海,2UY1,5,60,30
音频引擎架构师,多媒体,深圳,S3763,5,80,40
特效性能优化工程师-抖音,多媒体,广州,SPJV,15,60,30
多媒体视频算法SDK负责人,多媒体,杭州,JPVDV,5,80,45
iOS开发工程师-抖音创作工具,多媒体,广州,KWU1,5,50,30
客户端研发专家-视频中台,多媒体,杭州,4P3P,10,60,30
图像渲染工程师-渲染农场方向,多媒体,深圳,JUHQP,15,50,25
客户端开发工程师,多媒体,北京,JP2GV,5,60,30
基础架构（高级）研发工程师 — 多媒体处理,多媒体,上海,RX2W1,5,60,30
智能创作音视频云编辑研发负责人,多媒体,深圳,KS6P,1,80,40
高级3D图形工程师-云渲染方向,多媒体,深圳,J9VQP,15,50,25
图形图像研发工程师-性能优化方向,多媒体,杭州,X71P,5,60,20
Camera算法研发高级工程师 — 互娱研发,多媒体,上海,W5H1,5,60,30
Android音视频拍摄研发工程师-抖音,多媒体,深圳,JGA7V,5,60,30
高级Web图形引擎工程师,多媒体,杭州,2XU1,5,60,20
C++平台开发工程师,多媒体,深圳,8E2K1,5,60,30
语音前处理算法工程师-智创语音,多媒体,北京,J46R1,5,60,30
基础架构(高级)研发工程师 — 多媒体智能,多媒体,杭州,JELD1,5,50,25
桌面端音视频研发工程师-编解码/容器方向,多媒体,北京,JFBJP,5,60,30
流媒体服务器高级开发工程师,多媒体,北京,JVHL1,5,40,20
2D互动开发工程师 — 抖音短视频,多媒体,北京,8AS1,5,50,25
桌面端音视频研发工程师—抖音,多媒体,广州,JSX12,5,60,30
 高级 Web 3D工程师,多媒体,杭州,JHFU1,5,60,20
特效SDK工程师,多媒体,深圳,BVQP,15,50,25
RTC网络开发工程师,多媒体,深圳,RE131,5,60,20
3D引擎技术专家 - 云端Web方向,多媒体,广州,C5YP,2,50,30
特效图形/图像开发工程师 — 抖音短视频,多媒体,深圳,N9X1,15,50,25
高级 React 前端工程师,多媒体,深圳,JW6XP,2,50,30
视频特效开发工程师 — 抖音短视频,多媒体,北京,8BLS1,5,50,25
视频特效研发工程师 — 抖音短视频,多媒体,北京,8BLS1,5,50,25
图形图像研发工程师-性能优化方向,多媒体,深圳,C9KV,15,60,30
C++研发工程师 — 抖音短视频,多媒体,北京,6WS1,5,50,25
SoC架构设计工程师（视频编解码）,多媒体,北京,JGR12,5,40,20
桌面端C++研发工程师-剪映,多媒体,广州,3XP2,5,50,25
游戏引擎开发工程师,多媒体,深圳,8WJW1,10,40,20
C++平台开发工程师,多媒体,杭州,8QRD1,5,60,30
云端音视频研发工程师-抖音,多媒体,深圳,J7D7V,5,60,30
多媒体视频算法SDK负责人,多媒体,广州,JVR6P,1,80,40
特效互动开发工程师,多媒体,北京,JJKM1,5,60,25
C++桌面研发工程师,多媒体,杭州,JGDU1,3,50,20
音视频SDK开发工程师,多媒体,深圳,JTJGP,10,60,20
多媒体音视频云编辑研发工程师 ,多媒体,杭州,JRY1P,5,60,20
多媒体音视频基础架构研发工程师-抖音,多媒体,广州,J5H12,5,60,30
高级Web软件研发工程师,多媒体,杭州,AAGP,5,60,25
视频工程师,多媒体,上海,J22BP,5,60,20
云相册SDK客户端开发工程师-抖音,多媒体,深圳,J8A7V,5,60,30
iOS音视频研发工程师-抖音,多媒体,深圳,B5K1,5,60,30
AI-Lab语音合成算法工程师,多媒体,上海,RLJQ1,5,60,30
3D图像渲染工程师-视频架构,多媒体,杭州,JG81P,10,60,30
渲染引擎高级开发工程师 — 深圳IES,多媒体,深圳,JCM31,2,50,30
音视频SDK研发负责人-抖音,多媒体,深圳,J4R1L,1,60,30
视频算法技术负责人,多媒体,杭州,WQ6V,5,80,45
高级图像算法研发工程师 — 视频增强方向,多媒体,北京,JCJ31,5,70,35
服务端开发工程师-抖音云相册,多媒体,深圳,J11YV,5,60,30
交互工程-BP(BusinessPartner),多媒体,深圳,JT9L,2,60,30
视频编解码算法工程师-视频架构,多媒体,杭州,J6QF1,10,60,30
Android系统软件工程师-图形方向,多媒体,北京,J6CW1,5,40,20
